"full_taxon_name"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"taxon_annotation"
"OTU_97.15071"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Granulicatella"	"2"	"1239"	"91061"	"186826"	"186828"	"117563"	"anaerobic"
"OTU_97.15075"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15076"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15079"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|NA"	"2"	"976"	"200643"	"171549"	"171551"	NA	NA
"OTU_97.15086"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15088"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.15089"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.15091"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.15094"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15095"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15097"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15098"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|NA"	"2"	"1224"	"28216"	"206351"	"481"	NA	NA
"OTU_97.15099"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.151"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium"	"2"	"1239"	"186801"	"186802"	"31979"	"1485"	NA
"OTU_97.1510"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter"	"2"	"1224"	"1236"	"135625"	"712"	"416916"	"facultative_anaerobic"
"OTU_97.15100"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15101"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.15104"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|NA"	"2"	"1224"	"28216"	"206351"	"481"	NA	NA
"OTU_97.15105"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15109"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|NA"	"2"	"976"	"117743"	"200644"	"49546"	NA	NA
"OTU_97.15110"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15113"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15119"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.1512"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter"	"2"	"1224"	"1236"	"135625"	"712"	"416916"	"facultative_anaerobic"
"OTU_97.15120"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.15121"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptostreptococcus"	"2"	"1239"	"186801"	"186802"	"186804"	"1257"	"anaerobic"
"OTU_97.15122"	"Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter"	"2"	"1224"	"29547"	"213849"	"72294"	"194"	"facultative_anaerobic"
"OTU_97.15124"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15125"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15126"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15128"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.15132"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15133"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.1514"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Veillonella"	"2"	"1239"	"909932"	"1843489"	"31977"	NA	"anaerobic"
"OTU_97.15141"	"Bacteria|Tenericutes|Mollicutes|RF39|NA|NA"	"2"	"544448"	"31969"	NA	NA	NA	NA
"OTU_97.15144"	"Bacteria|GN02|VC12-cl04|NA|NA|NA"	"2"	NA	NA	NA	NA	NA	NA
"OTU_97.15145"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15149"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.15151"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15154"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15157"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15159"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria"	"2"	"1224"	"28216"	"206351"	"481"	"482"	"aerobic"
"OTU_97.15161"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.15162"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15163"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15171"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15172"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15174"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15176"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.1518"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"facultative_anaerobic"
"OTU_97.15181"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15186"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.15188"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Propionibacteriaceae|Propionibacterium"	"2"	"201174"	"1760"	"85009"	"31957"	"1743"	"anaerobic"
"OTU_97.1519"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.15192"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.15195"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.15197"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.152"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15203"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15204"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.15205"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.1521"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.15211"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.15214"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Selenomonas"	"2"	"1239"	"909932"	"909929"	"1843491"	"970"	"anaerobic"
"OTU_97.15216"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.15217"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15221"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.15223"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.15225"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.1523"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15230"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria"	"2"	"1224"	"28216"	"206351"	"481"	"482"	"aerobic"
"OTU_97.15231"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15233"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Anaeroglobus"	"2"	"1239"	"909932"	"1843489"	"31977"	"156454"	"anaerobic"
"OTU_97.15235"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium"	"2"	"1239"	"186801"	"186802"	"186806"	"1730"	NA
"OTU_97.15237"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.15239"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter"	"2"	"1224"	"1236"	"135625"	"712"	"416916"	"facultative_anaerobic"
"OTU_97.15244"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15249"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.1525"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micrococcaceae|Rothia"	"2"	"201174"	"1760"	"85006"	"1268"	"32207"	"facultative_anaerobic"
"OTU_97.15253"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.15254"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.15257"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15258"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|NA"	"2"	"976"	"200643"	"171549"	"171551"	NA	NA
"OTU_97.15261"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.15262"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.15263"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.15264"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|NA"	"2"	"1224"	"1236"	"135625"	"712"	NA	NA
"OTU_97.15266"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes"	"2"	"976"	"200643"	"171549"	"171550"	"239759"	NA
"OTU_97.15269"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|NA"	"2"	"201174"	"1760"	"2037"	"2049"	NA	NA
"OTU_97.15273"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.15275"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria"	"2"	"1224"	"28216"	"206351"	"481"	"482"	"aerobic"
"OTU_97.15276"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15278"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15279"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|NA|NA"	"2"	"976"	"200643"	"171549"	NA	NA	NA
"OTU_97.15280"	"Bacteria|Firmicutes|Clostridia|Clostridiales|NA|NA"	"2"	"1239"	"186801"	"186802"	NA	NA	NA
"OTU_97.15281"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15283"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15285"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|NA|NA"	"2"	"201174"	"1760"	"2037"	NA	NA	NA
"OTU_97.1529"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|NA"	"2"	"976"	"200643"	"171549"	"171551"	NA	NA
"OTU_97.15291"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15292"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.15296"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.15297"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15298"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15299"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA"	"2"	"1239"	"186801"	"186802"	"186803"	NA	NA
"OTU_97.153"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XIII. Incertae Sedis|Mogibacterium"	"2"	"1239"	"186801"	"186802"	"543314"	"86331"	"anaerobic"
"OTU_97.1530"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Veillonella"	"2"	"1239"	"909932"	"1843489"	"31977"	NA	"anaerobic"
"OTU_97.15303"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.15305"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15306"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.15308"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|NA"	"2"	"976"	"117743"	"200644"	"49546"	NA	NA
"OTU_97.15310"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15311"	"Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter"	"2"	"1224"	"29547"	"213849"	"72294"	"194"	"facultative_anaerobic"
"OTU_97.15317"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.15320"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria"	"2"	"1224"	"28216"	"206351"	"481"	"482"	"aerobic"
"OTU_97.15323"	"Bacteria|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|NA"	"2"	"544448"	"31969"	"186329"	"2146"	NA	NA
"OTU_97.15324"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.1533"	"Bacteria|Spirochaetes|Spirochaetes|Spirochaetales|Spirochaetaceae|Treponema"	"2"	"203691"	"203692"	"136"	"2845253"	"157"	"anaerobic"
"OTU_97.15330"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|NA|NA"	"2"	"1239"	"91061"	"186826"	NA	NA	NA
"OTU_97.15331"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Granulicatella"	"2"	"1239"	"91061"	"186826"	"186828"	"117563"	"anaerobic"
"OTU_97.15332"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.15333"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Granulicatella"	"2"	"1239"	"91061"	"186826"	"186828"	"117563"	"anaerobic"
"OTU_97.15338"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria"	"2"	"1224"	"28216"	"206351"	"481"	"482"	"aerobic"
"OTU_97.15349"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.1535"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|NA|NA"	"2"	"976"	"200643"	"171549"	NA	NA	NA
"OTU_97.15351"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15352"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15353"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15358"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.15359"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|NA|NA"	"2"	"201174"	"1760"	"2037"	NA	NA	NA
"OTU_97.15362"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15363"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.15364"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria"	"2"	"1224"	"28216"	"206351"	"481"	"482"	"aerobic"
"OTU_97.15365"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.15367"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.15372"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.15373"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.15378"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.15381"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.15382"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.15384"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.15385"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.15386"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.15389"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.1539"	"Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter"	"2"	"1224"	"29547"	"213849"	"72294"	"194"	"facultative_anaerobic"
"OTU_97.15392"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
